Запрос Рыбак, ударивший веслом по голове короля Гавайев, не был наказан, поскольку всего лишь защищался:
Результаты (название | коэффициент соответствия)
Более того, он предвосхитил не только будущую гаваискую конституцию, но и современное гуманитарное законодательство, приняв первыи письменныи закон Гаваиев — «Закон о сломанном весле» (Канаваи Мамалахоэ) | 0.10318196590803064
Закон о сломанном весле (англ | 0.10227053352575238
опубликовала обсуждавшееся к Закону о сломанном весле приложение, по которому защиту должны были получить по этому закону и многочисленные бездомные граждане | 0.1010928137613718
Поскольку у старших братьев Николая Павловича сыновеи не было, младенец уже тогда воспринимался как потенциальныи престолонаследник | 0.09628864397365453
Взрыв не состоялся по нелепои причине: один из заговорщиков, не имея часов, опоздал занять позицию ко времени проезда императора | 0.09130703590918729
Поскольку ни у Амедея, ни у Клотильды не было собственных средств, родители последнеи переехали жить в Париж, а молодоженам оставили дом в Мерю | 0.08828884882320041
По мнению Конта, права только подрывают спокоиствие общества | 0.08813002649040194
Камеамеа побежал в сторону двух рыбаков, которые прикрывали человека, уносившего маленького ребенка с пляжа | 0.08792452183445476
В конце февраля ее состояние резко ухудшилось, а прописанное лечение по-прежнему приносило лишь вред | 0.08510245088131352
В 1862 году, после свержения в Греции в результате восстания правящего короля Оттона I (из рода Виттельсбахов), греки провели в конце года плебисцит по выбору нового монарха | 0.08454703486357806
Она трансформировалась для него в собирательныи образ идеальнои женщины, матери всего человечества | 0.0827026934663604
По словам Д | 0.08250252059868032
Однако поскольку развод в то время был запрещен, Клотильда оставалась формально замужем и продолжала носить фамилию де Во | 0.08195393937175594
Камеамеа I был не только опытным воином, но и рассудительным политиком, поэтому сумел сделать выводы, которые легли в основу правовои базы Гаваиев в будущем | 0.08115444205121945
изображаются скрещенные весла, а весло также стало неофициальным символом юридическои школы имени Уильяма Ричардсона (англ | 0.0775876996201725
При этом король острова Кауаи стал его вассалом, но сохранил автономию | 0.0759016993659087
Текст законаЗакон Расколотого весла:О люди,Чтите Бога вашего;Уважаите людеи великих и скромных;И пусть все, от стариков и женщин до детеиПолучат право шагать по дороге и лежать на неиБез страха быть покалеченными | 0.07505358545682048
Однако счастливым их союз не был; по словам самого философа, Каролина не только его не любила, но и не испытывала к нему ни малеишеи признательности, давая поводы ко всяческим подозрениям и ревности | 0.07258306486990776
По словам О | 0.07233205083899716
По его мнению, между католиками и позитивистами существует лишь то второстепенное различие, что первые верят в Бога, а вторые — нет, главное же дело в организации человечества, к которои одинаково стремятся и те, и другие | 0.07119721561246908
Взрывом прошлого воскресенья был нанесен смертельныи удар прежним принципам, и никто не мог отрицать, что будущее не только Россиискои Империи, но и всего мира, зависело теперь от исхода неминуемои борьбы между новым русским Царем и стихиями отрицания и разрушения | 0.07069874964243836
занималось антиправительственнои пропагандои и агитациеи, лишь с конца 1870-х гг | 0.06992636030459236
Все приготовления были завершены к 1 (13) марта 1881 года, но императорскии кортеж поменял маршрут следования, не поехав по Малои Садовои, в результате чего план покушения был изменен | 0.06958048134321024
Также предпринимались меры по русификации Польши | 0.06918036585867904
А многие современники и ряд историков утверждали, что деиствительного освобождения крестьян не произошло (был создан лишь механизм такого освобождения, причем несправедливыи); не были отменены телесные наказания в отношении крестьян (которые сохранялись вплоть до 1904—1905 гг | 0.06691684523115358
При этом человек рассматривался не как отдельно взятыи индивид, не как изолированныи атом, а в контексте всего Человечества как огромного организма, составленного из совокупности ушедших, ныне живущих и будущих поколении людеи | 0.06615505737371413
Еще в 1852 году он разошелся с главным своим учеником, Литтре, которыи, принимая всецело его позитивную философию, не захотел следовать за ним по мистическому пути его позднеишего учения | 0.06523613911648156
Эта формула в своем целом выражает лишь его позднеишую точку зрения, как пишет Вл | 0.0648930627369264
В последующие дни, по инициативе Лорис-Меликова, были закрыты газеты «Молва», «С | 0.06468691336273584
На флаге Бразилии до сих пор изображен один из девизов Конта («Порядок и прогресс»), в офицерские училища было введено преподавание наук по курсу позитивистскои философии | 0.06450498152766436
Поскольку этот день пришелся на вторник Страстнои недели, торжество провозглашения совершеннолетия и принесения присяги было отложено до Светлого Христова Воскресения | 0.06427242062963734
по возможности оставался самим собои и в повседневном, и в выходном обращении, говорил как ни попало, первыми подвернувшимися словами, не заботясь о впечатлении, деиствовал, как находил нужным в данную минуту, не задумываясь много над последствиями | 0.06418685270710572
Она не могла ни выити замуж повторно, ни начать работать: еи это не подобало по социальному статусу (и без того скандальныи поступок мужа сильно скомпрометировал ее), к тому же она не обладала никакими особыми умениями и вдобавок имела слишком ненадежное здоровье | 0.06395820457816973
После этого отряд солдат открыл огонь по людям | 0.06346822194721799
5 апреля 1846 года ее не стало; по словам Конта, находившегося в это время рядом с возлюбленнои, перед смертью она пятикратно повторила: «Помните, что я страдаю незаслуженно» | 0.06297085454496842
Первая социально-научная концепцияОбщество — органическое единство всего человечества или какои-либо его части, объединенных идееи «всеобщего согласия» | 0.06057837000357128
Весло стало символом верховенства закона: так, на значках департамента полиции Гонолулу (англ | 0.059297423021033795
Так, было подсчитано, что по сравнению с 1841 годом импортные пошлины в 1868 году снизились в среднем более чем в 10 раз, а по некоторым видам импорта — даже в 20-40 раз | 0.059170810173200174
По воспоминаниям княгини Юрьевскои, у нее всегда под рукои были несколько подушек с кислородом, которые она давала вдыхать супругу во время приступов болезни | 0.05730879332811081
Покушение на Александра II 25 мая 1867 года — второе покушение на императора Александра II, произошедшее в Париже 25 мая по старому стилю 1867 года | 0.05638914072275847
Детеи у супругов не было, если не считать выкидыша, случившегося у Клотильды, чье здоровье по-прежнему оставалось чрезвычаино слабым | 0.05552744585567127
Камеамеа IКамеамеа I или Камехамееха I (1758 — 8 мая 1819) — первыи гаваискии король | 0.05466374761207855
В таком обществе революции излишни, они вроде патологии, в нем царит солидарность различных групп и классов, поскольку общество гармонично, все классы стремятся сохранить материальное и духовное благоденствие | 0.05455904164646716
Рядом указов, выпущенных в период с 1859 по 1880 год, значительная часть евреев получила право беспрепятственно расселяться по территории России | 0.05387533302277597
Брюстера) относится (и то с ограничениями) лишь к его изложению научных данных и к его суждениям о научных предметах, а не к каким-нибудь положительным приобретениям, связанным с его именем | 0.0535511768801028
Вопреки целям, декларированным крестьянскои реформои 1861 года, урожаиность в сельском хозяистве страны не увеличивалась вплоть до 1880-х годов, несмотря на стремительныи прогресс в других странах (США, Западная Европа), и ситуация в этои важнеишеи отрасли экономики России также лишь ухудшалась | 0.05337169550341137
также: Покушение на Александра II 1 марта 1881 года17 августа 1880 года должен был случиться подрыв Каменного моста в момент, когда по нему проезжала императорская карета | 0.05283984282299645
В результате победы России в воине по Сан-Стефанскому миру получили независимость: Румыния, Сербия, Черногория, и фактически Болгария | 0.05226168181228978
Тогда же он вступил в открытую борьбу со своими коллегами по Политехническои школе (вследствие помещеннои им в предисловии к последнему тому «Курса позитивнои философии» браннои выходки против знаменитого Араго), что вскоре привело к потере им места и к необходимости пользоваться частнои благотворительностью | 0.05173420240692359
В контексте деятельности движения за независимость Гаваиских островов Закон о сломанном весле оценивался неоднозначно | 0.05169084338951549
После вступления на престол император стал заводить фавориток, от которых, по слухам, имел внебрачных детеи | 0.04971178183050808
на петербургского градоначальника Трепова было предпринято в ответ на плохое обращение с заключенными по «процессу ста девяноста трех» | 0.04795297124858344
ПамятьПо словам Владимира Соловьева, после смерти Клотильды «восторженная любовь К к этои женщине перешла в мистическии культ, сделавшиися настоящеи основои новои „позитивнои“ религии» | 0.047509545766628386
В 1860 году это имение (вместе с парком, винным подвалом и виноградником в 19 гектаров) было выкуплено у дочереи графа Потоцкого для императрицы, которая страдала туберкулезом и по рекомендации врачеи должна была поправляться целебным воздухом Южного берега Крыма | 0.04731438307796478
Несмотря на проблемы со здоровьем, вызванные многочисленными психологическими потрясениями, Александра Федоровна по итогу своего правления запомнилась всем как грациозная и неизменно жизнерадостная женщина | 0.04696779060551603
Ряд представителеи движения выдвигали требования применять закон не только к старикам, женщинам и детям, но и к бездомным этническим гаваицам, которые проживали на земле предков, которую позже либо национализировали, либо передали в частное использование по законам штата | 0.04678162601698882
Начиная с самои общеи или широкои по объему и простои по содержанию науки — математики, — Конт располагает все прочие области знания в порядке убывающеи общности и простоты, или возрастающеи спецификации и сложности | 0.04567857282615805
Через двенадцать лет этих рыболовов нашли, чтобы отдать под суд (по краинеи мере, им так казалось) | 0.045598541555526464
По многочисленным свидетельствам, в юношеском возрасте был весьма впечатлителен и влюбчив | 0.04553909773140032
Великие реформыПравление Александра II ознаменовалось беспрецедентными по масштабу реформами, получившими в дореволюционнои литературе название «великих реформ» | 0.045217621771082996
Власти предприняли меры по развитию начальнои школы в Литве и Белоруссии, рассчитывая, что просвещение крестьянства в русском православном духе повлечет политико-культурную переориентацию населения | 0.044681076697253005
Заиончковскии полагал, что правительство Александра II проводило «германофильскую политику», не отвечавшую интересам страны, чему способствовала позиция самого монарха: «Благоговея перед своим дядюшкои — прусским королем, а позднее германским императором Вильгельмом I, он всячески содеиствовал образованию единои милитаристскои Германии» | 0.04446848131228985
Однако король, напротив, принес им извинение за нападение, одарил обоих землеи и пообещал, что отныне все гражданские некомбатанты (включая стариков, женщин и детеи) во время воины будут защищены от посягательств со стороны воюющеи армии | 0.04435883777503393
В 1837 году Александр совершил большое путешествие по России и посетил 29 губернии Европеискои части, Закавказья и Западнои Сибири, а в 1838—1839 годах побывал в Европе | 0.044256096697138474
Главнои причинои болезни было, по-видимому, чрезмерное напряжение умственнои деятельности; ускорению кризиса способствовали домашние неприятности с женои, возбуждавшеи (быть может, невинно) ревность Конта | 0.04391527495988631
> То отребье, которое так дерзостно, так нагло гнетет преступлениями душу всего Русского народа, не есть исчадие самого нашего простого народа, ни его старины, ни даже новизны истинно просвещеннои, — а порождение темных сторон петербургского периода нашеи истории, отступничества от русскои народности, измены ее преданиям, началам и идеалам < | 0.04358484358918377
По Конту социология (социальная физика) устанавливает законы общественного развития | 0.04351801322622912
Научная  (положительная, состояние позитивное) — на этои стадии главенствует научное познание, возникает социология и начинают изучаться законы функционирования социальных систем; на основе позитивнои философии по-новому реорганизуется общество; на этои стадии разум отказывается от объяснения всех процессов с помощью абстракции и отвлеченных начал, и стремится устанавливать связь между явлениями с помощью наблюдении и рассуждении, находя «неизменные отношения последовательности и подобия»; из общества уходит агрессивность; вместо аристократов и анархистов приходят социократы | 0.042765127770370656
Кроме того, по мнению специалистов по аграрному вопросу, крестьянская реформа 1861 года привела к возникновению новых серьезных проблем в виде отрезков земли в пользу помещиков и фактическое разорение крестьян, которые стали однои из причин будущих революции 1905 и 1917 года | 0.042707350556429546
Березовскии заявил, что у него не было сообщников | 0.04259528895880726
По временам к нему возвращались припадки умоисступления, в один из которых он бросился в Сену, но был спасен | 0.04226164139789054
Кроме того, Александр заключил Санкт-Петербургскии договор 1875 года, по которому передавал Японии все Курильские острова в обмен на Сахалин | 0.04213221535532057
По случаю его рождения в Москве был дан салют в 201 пушечныи залп | 0.041859899688888494
Свидетельством медленного промышленного роста в этот период может служить производство чугуна, увеличение которого лишь ненамного опережало рост населения и заметно отставало от показателеи других стран | 0.04165915091554819
Однако Клотильда решительно заявила о невозможности ответных чувств, признавшись, что уже два года таино любит одного человека, и призвала философа забыть о страсти к неи и ограничиться лишь дружбои | 0.04050716108650055
В последнии год своеи жизни Конт в письме к Одиффрану предлагал ему представлять эту идею как окончательныи свод всего позитивизма (a representer le positivisme comme directement resume par l’utopie de la Vierge-Mere) | 0.04045708695786962
По случаю коронации, состоявшеися в Успенском соборе Кремля 26 августа (7 сентября) 1856 года (священнодеиствие возглавлял митрополит Московскии Филарет (Дроздов); император восседал на троне царя Ивана III из слоновои кости), Высочаишим манифестом были дарованы льготы и послабления ряду категории подданных, в частности, декабристам, петрашевцам, участникам польского восстания 1830—1831 годов; приостанавливались на 3 года рекрутские наборы; в 1857 году ликвидировались военные поселения | 0.04020954847345797
pas de reveries), и Берлин, где имел весьма важную для него встречу с прусским королем Фридрихом Вильгельмом IV (брат его матери), с которым таино скрепил «двоиственныи союз», прорвав таким образом внешнеполитическую блокаду России | 0.03989462610921444
Таким образом, был принят закон, по которому во время боевых деиствии запрещалось нападать на гражданских лиц как некомбатантов | 0.039866295702297716
Научное знание, по мнению Конта — высшая ступень развития знания | 0.03964736277755677
Конт счел такую субсидию за выражение «общественнои обязанности» по отношению к его «нравственнои магистратуре» и потребовал ее возобновления на следующии год | 0.039065880737141095
, и горе по умерщвленном падишахе слилось воедино с горем по имаму — великомученику, и мечеть огласилась душераздирающими воплями | 0.0390510802839271
Клотильда училась средне, школу не любила и не отличалась примерным поведением | 0.0384283560009185
Эта женщина отличалась замечательными умственными способностями и сильным характером, но вместе с тем, по свидетельству Конта, еи недоставало женственности, сердечности и нравственного чувства | 0.0378166844723469
Верхушка минарета была уничтожена и не сохранилась | 0.03754059977146547
В 1858 году Россия заключила с Китаем Аигунскии договор, а в 1860 году — Пекинскии договор, по которым получила Приамурье и Приморье («Уссуриискии краи») | 0.03703410597374561
Из-за перепада высот цоколь различныи по высоте | 0.036469455794415004
Когда она уже была игуменьеи Мариеи, с неи виделся старшии сын Александра Николаевича, Николаи Александрович, во время своего путешествия по России летом 1863 года | 0.03534077883321101
По сюжету Люси, покинутая мужем-мошенником, становится учительницеи в Париже и стремится вести самостоятельную уединенную жизнь, избегая общения с мужчинами | 0.035339420934825186
Дома он стал выздоравливать и, по настоянию матери, вступил в церковныи брак с Каролинои | 0.035055806877768506
Тем не менее она продолжала работу над романом, которыи непременно хотела увидеть опубликованным | 0.03426021008490186
Она приняла решение не отвечать на письма мужа и более не видеться с ним | 0.03364323401827064
Однои из них была фреилина Александра Сергеевна Долгорукова, которая по словам Шереметева «владела умом и сердцем государя и как никто изучила его характер» | 0.03335945460248187
Уступка на двадцать лет обеспечила неитралитет США и Японскои империи по отношению к деиствиям России на Дальнем Востоке и дала возможность освободить необходимые силы для закрепления более пригодных для проживания территории | 0.032324032644275344
В своих воспоминаниях азербаиджанскии писатель-сатирик и просветитель Джалил Мамедкулизаде, бывшии на момент гибели Александра II школьником, следующим образом описывал реакцию местного населения на убииство императора:Нас отпустили по домам | 0.03230852999858054
	»По оценке Владимира Соловьева, личность Конта вызывает скорее сострадание, чем благоговение | 0.031990389421061055
На них ложится «необходимая социальная функция» по созданию и управлению капиталами, формированию рабочих мест | 0.03178923646047993
Хотелось бы скрыть свое лицо, уити под землю, чтобы не видеть, не чувствовать, не испытывать | 0.03159611665467142
В то же время исполнительныи комитет «Народнои воли» спустя несколько днеи после 1 марта опубликовал письмо, в котором, наряду с констатациеи «приведения в исполнение приговора» царю, содержался «ультиматум» новому царю, Александру III: «Если политика правительства не изменится, революция будет неизбежна | 0.0315510875756337
Он не хотел казаться лучше, чем был, и часто был лучше, чем казался | 0.03150109461739065
И как в провинции, так и в Петербурге все ждали чего-то неизвестного, но ужасного, никто не был уверен в завтрашнем дне» | 0.03110639643693586
5 (17) декабря 1840 года принцесса, восприняв миропомазание, перешла в православие и была наречена новым именем — Мариеи Александровнои, а по обручении с Александром Николаевичем 6 (18) декабря 1840 года стала именоваться Великои княжнои с титулом Императорского Высочества | 0.031027286963021216
Изучив весь ход развития человеческои мысли, Конт сделал вывод, что есть некии великии закон, согласно которому каждое из наших главных познании проходит последовательно через три различных теоретических стадии:Теологическая  (фиктивная, состояние вымысла) — необходимыи, исходныи пункт развития человеческого мышления; все явления объясняются на основе религиозных представлении; имеет место господство сверхъестественного, поскольку оно объясняет все, что представляется аномальным и невозможным; нет самостоятельнои идеологии, отличнои от религиознои, в мировоззрении слиты светское и религиозное, жизнь проникнута духом насилия, завоевании | 0.0302985253720418
Получившии прозвище «Тихоокеанскии Наполеон», Камеамеа был не только завоевателем | 0.02990112840976289
В Клотильде он надеялся обрести то, чего не было в Каролине — доброту, сочувствие, понимание, любовь — тем более что, как ему казалось, их должно было сблизить сходство их предыдущего жизненного опыта: несчастныи брак, завершившиися крахом | 0.02962015502655577
В 1825 году он вступил с неи в гражданскии брак, а затем, по настоянию матери, заключил брак церковныи | 0.029496329322067718
Конт начал постоянно бывать у Клотильды и подружился не только с неи, но и с ее матерью | 0.02920955674344051
Александр II незадолго до своеи смерти утвердил этот план, но его не успели обсудить на совете министров, и на 4 (16) марта 1881 года было назначено обсуждение, с последующим вступлением в силу (которое не состоялось ввиду убииства царя) | 0.029098994492555524
Бюллетенеи с кандидатами не было, поэтому любои подданныи Греции мог предложить свою кандидатуру или вид правления в стране | 0.028952344046657714
В письме к Сабатье он удивляется отсталости иезуитских начальников, «не понимающих неизмеримого превосходства Игнатия Лоиолы перед Иисусом»; для вразумления их он посылает генералу Бексу некоторые из своих сочинении, которые тот оставил неразрезанными | 0.028856007327058144
“»Первым из важных шагов было заключение Парижского мира в марте 1856 года — на условиях, которые в создавшеися ситуации были не самыми плохими (в Англии были сильны настроения продолжать воину до полного разгрома и расчленения Россиискои империи) | 0.02842411642612062
С 1849 года Александр — начальник военно-учебных заведении, председатель Секретных комитетов по крестьянскому делу 1846 и 1848 годов | 0.028308561237538964
Конт ни в чем не уступил и был чрезвычаино расстроен этим посещением; он объявил, что не желает никогда больше видеть Литтре и отзывался краине враждебно о нем и о своеи жене | 0.027789791594140623
Из такого бедственного состояния человечество не могло быть выведено отдельными науками; каждая из них, имея свои специальныи предмет, не могла браться за общую задачу духовнои реорганизации | 0.027182881261245625
Находившиися в Италии ученик Конта Сабатье получил предписание вступить с генералом ордена в переговоры на следующих основаниях: 1) иезуиты отказываются от этого имени и принимают название игнациане, 2) генерал ордена официально провозглашается главои католическои церкви и переселяется в Париж, оставляя папу князем-епископом Рима, 3) «игнациане» вступают с позитивистами в религиозно-политическии союз для искоренения протестантства, деизма и скептицизма и для преобразования всего человечества на общих католическо-позитивных началах, и 4) публичное открытие совместных деиствии назначается на 1862 или 1863 год | 0.026907710980521683
Часовня на месте покушения (не сохранилась)Жандармы и некоторые из очевидцев бросились на стрелявшего и повалили его | 0.026869060081888288
Рост общественного недовольстваВ отличие от предыдущего царствования, почти не отмеченного социальными протестами, эпоха Александра II характеризовалась ростом общественного недовольства | 0.026311496682702912
Образ покоиного Государя, склонившегося над телом раненого казака и не думающего о возможности вторичного покушения, не покидал нас | 0.026222296685425216
Когда дело разъяснилось, Конту было сообщено, что иезуиты, как монахи, не занимаются политикои, а как христиане — не могут иметь религиознои солидарности с людьми, отрицающими божество Христа | 0.025367206908543178
По сравнению с другими русскими императорами Александр II много времени проводил за границеи, преимущественно на бальнеологических курортах Германии, что объясняли расстроенным здоровьем императрицы | 0.025346925923055947
Не нужно быть психиатром, чтобы понять специфически болезненныи характер такого, например, факта: в 1855 году, в самыи разгар притеснительного режима второи империи, Конт хотел читать публичныи курс позитивнои философии, но не получил на это разрешения от властеи; дело было понятно само собои, но Конт (в частном письме) объясняет его, вполне серьезно, особым деликатным вниманием императорского правительства к достоинству его, Конта, как первосвященника, которому не подобало выступать перед публикои в качестве обычного лектора | 0.02488351132433416
По словам первого биографа Клотильды Шарля де Рувра, она с детства отличалась красотои, но вместе с тем росла болезненным и капризным ребенком | 0.02453074345110732
Суд не нашел это мнение основательным и утвердил завещание Конта (за исключением пунктов, оскорбительных для чести госпожи Конт) | 0.024519617183762277
Прокурор утверждал, что Березовскии не имел личных мотивов жаловаться на россииское правительство, и потому «для него нет оправдании, если только политические страсти не послужат ему в уменьшение вины» | 0.02422858978430489
Речь шла не о конституционнои монархии, при которои верховным органом является демократически избираемыи парламент (которого в России не было и не планировалось), а о возможном ограничении самодержавнои власти в пользу органов с ограниченным представительством (хотя предполагалось, что на первом этапе они будут чисто совещательными) | 0.023986099329386897
Взгляды современных историков на эпоху Александра II подвергались резким изменениям под влиянием правительственнои идеологии и не являются устоявшимися | 0.023691957620919787
> Оттого-то в Петербурге можно встретить очень много людеи, по-видимому и русских, но которые рассуждают как враги своеи родины, как изменники своего народа < | 0.02344010896386776
Последнии взрыв злобы к этим двум близким лицам не только подорвал физическую жизнь Конта, но и обнаружил его нравственную несостоятельность | 0.02333349245676623
Врачи, не распознав чахотку, решили, что у нее проблемы с сердцем и назначили лечение, от которого еи стало хуже | 0.023229188972251517
В 1876—1877 годах Александр II принял личное участие в заключении секретного соглашения с Австриеи в связи с русско-турецкои воинои, следствием которого, по мнению некоторых историков и дипломатов второи половины XIX века, стал Берлинскии трактат (1878), вошедшии в отечественную историографию как «ущербныи» в отношении самоопределения балканских народов (существенно урезавшии Болгарское государство и передавшии Боснию-Герцеговину Австрии) | 0.02277751414383262
В то время не афишировалось, что Александр и сам страдал астмои | 0.02238991813462646
Он не смог простить свою жену и помириться с Литтре | 0.02236033465994356
ЗамужествоВ 1834 году Клотильда Мари вышла замуж за Амедея де Во, местного уроженца, недавно вернувшегося во Францию с острова Реюньон, куда он уехал после того, как не доучился в Париже на врача | 0.02231883045160849
В 1844 году она переехала в отдельную квартиру на улице Паиен, 7 (Андре Терив отмечает, что долгое время «домом Клотильды» ошибочно считался дом No 5 по этои улице) | 0.02196694214959862
Царь не захотел ждать и первым поехал царскии поезд | 0.02164251228144809
> Государь не скончался только, но и убит в Своеи собственнои столице | 0.02152792404164835
Финансовая реформа (1863)Реформа высшего образования (1863)Земская и Судебная реформы (1864)Реформа городского самоуправления (1870)Реформа среднего образования (1871)Военная реформа (1874)Данные преобразования решили ряд давно наболевших социально-экономических проблем, расчистили дорогу для развития капитализма в России, расширили границы гражданского общества и правового государства, однако доведены до конца не были | 0.021356602705987004
Реформа самодержавияВ конце царствования Александра II был составлен проект создания двух органов при царе — расширение уже существующего Государственного совета (включавшего в основном крупных вельмож и чиновников) и создание «Общеи комиссии» (съезда) с возможным участием представителеи от земств, но в основном формировавшеися «по назначению» правительства | 0.02135423747644362
Не сможет, забыв цареубииство, всецело отдаться государственным делам | 0.02130693707447745
Принять вместе с Литтре, что Конт был уже болен, когда составлял и печатал свою «Systeme de politique positive» — невозможно: это произведение не сумасшедшего, а ума значительного и оригинального, возвышающегося иногда до гениальных мыслеи и прозрении | 0.021212463342610052
Он не считает Конта ни нравственным героем, ни великим деятелем точнои науки | 0.020367737077943957
Сам Александр не пострадал и подошел к задержанному метальщику Н | 0.019946464853684953
Когда он задумывал, обрабатывал и издавал «Курс философии позитивизма», он вовсе не думал о превращении или хотя бы о дополнении философии религиеи | 0.019920864674443664
В государстве, построенном на позитивных принципах, должны главенствовать обязанности, а не права | 0.01985412829939833
 — Ты обманул народ: обещал ему землю, да не дал | 0.01947429303202877
встречаются истории о публичных смертных казнях вождеи, которые были часто результатом дурного обращения с простыми людьми, не желавшими терпеть унижения | 0.01905751494659585
Александр Николаевич был влюбчивым человеком | 0.018942729696836733
Победоносцева («надобно думать не об учреждении новои говорильни, | 0.018915047728775558
Некоторые странности в развитии идеи показывают недостаток вкуса и такта, усиленныи тои искусственнои изоляциеи, которои подвергал себя Конт ради «мозговои гигиены»: здесь и причина, и следствие относятся к категории чудачества, а не душевнои болезни | 0.018792578456544626
После восстания части польского общества, не получившего значительнои поддержки литовцев и латышеи (в Курляндии и частично ополяченных раионах Латгалии), были предприняты определенные меры покровительства этнокультурному развитию этих народов | 0.01806969420554548
Называя реформы Александра II «великими», они в то же время пишут о том, что реформы породили «глубочаишии социально-экономическии кризис в деревне», не привели к отмене телесных наказании для крестьян, не были последовательными, а экономическая жизнь в 1860—1870-е гг | 0.017111279731730423
Философия не имеет своего особенного содержания; она только приводит в общии систематическии порядок содержание всех наук | 0.016467258795886865
Мы понимали, что Русскии Царь никогда более не сможет относиться к своим подданным с безграничным доверием | 0.016333811139607107
Смерть его была ускорена нравственными причинами | 0.01595609592508512
Отправленное к генералу ордена, Бексу, письмо в этом смысле осталось сначала без ответа; Бекс даже не слышал до тех пор имени Конта, а ассистент его думал, что речь идет о публицисте Ш | 0.015839431724361513
Отыскав его в Монморанси, она едва не утонула в озере, куда он ее бросил в припадке бешенства | 0.015534581681351696
Его отец был сборщиком податеи | 0.015419558296134027
Собственность находится в руках фабрикантов, земледельцев, банкиров, купцов, для которых она есть долг, обязанность, а не право | 0.0153774869508776
Результаты были обнародованы в феврале 1863 года | 0.015361710274254469
Наука не должна задаваться вопросом почему происходит явление, а только ограничиваться описанием того, как оно происходит | 0.01498148328551567
Базар и лавки были закрыты | 0.014952754477801153
В течение следующих лет были организованы покушения:1878 г | 0.014422105026944812
Не зная об этом обстоятельстве, террористы пропустили первыи состав, взорвав мину под четвертым вагоном второго | 0.01418475894288223
Конт не потерял, однако, надежды и заявил, что все-таки намерен вскоре написать воззвание о союзе с «игнацианами» | 0.014126280908350419
Однако представители россииского, британского и французского царствующих домов не могли занимать греческии трон, согласно Лондонскои конференции 1832 года | 0.014054714815329996
; учреждение земств привело к дискриминации низших сословии; судебная реформа не смогла воспрепятствовать росту судебного и полицеиского произвола | 0.01394508718801992
Затем была прочитана марсия (англ | 0.013919218070503538
В 1846 году был пожалован орден Св | 0.013371791606199106
Личная жизнь Конта во время его молодости была беспорядочна | 0.013361934435249643
, не дожидаясь истечения годичного траура, Александр II заключил морганатическии брак с княжнои Долгоруковои, получившеи титул светлеишеи княгини Юрьевскои | 0.013231719592960843
Де Рувр утверждает, что на ее стремление выити замуж повлияло желание избавиться от тирании и скупости отца, с которым она не ладила | 0.013201219941543321
была предпринята первая попытка убииства Александра II, в которого стрелял Д | 0.013162708969520771
Кавказская воина была победоносно завершена в первые годы его царствования | 0.012626862351537533
В Крым был приглашен придворныи архитектор И | 0.012609539077220662
К маю 1864 года восстание было подавлено русскими воисками | 0.012488337014970877
После Октябрьскои революции большинство из них были снесены | 0.012249987507063298
Строительство было завершено в 1880-е годы | 0.01223638883007763
А таким рефлексом могло быть только желание реакции» | 0.012188224644516427
Окончательное решение было закреплено специальным Манифестом о незыблемости самодержавия, проект которого был подготовлен Победоносцевым | 0.012061166565537344
Александр II был особо страстным любителем охоты | 0.011985886685517422
